Month,City,Company,Total Monthly Hours
May,Chennai,Orient Green,1575.0
December,Chennai,Orient Green,904.4
April,Chennai,Tata Power Company Ltd.,1257.375
April,Chennai,Adani Power Ltd.,1630.125
May,Chennai,Indowind Energy,1893.5
January,Chennai,Reliance Energy,971.6
March,Chennai,Orient Green,649.25
September,Chennai,Orient Green,1388.1
July,Chennai,Reliance Energy,2640.75
May,Chennai,Adani Power Ltd.,1428.0
March,Chennai,Tata Power Company Ltd.,1064.0
September,Chennai,Adani Power Ltd.,1220.1
March,Chennai,Indowind Energy,1240.75
December,Chennai,Indowind Energy,530.6
August,Chennai,Tata Power Company Ltd.,1160.25
March,Chennai,Indowind Energy,896.0
August,Chennai,Tata Power Company Ltd.,1099.875
August,Chennai,Indowind Energy,690.375
November,Chennai,Tata Power Company Ltd.,831.6
February,Chennai,Adani Power Ltd.,515.2
June,Chennai,Orient Green,3307.5
June,Chennai,Adani Power Ltd.,2688.0
August,Chennai,Adani Power Ltd.,1420.125
January,Chennai,Reliance Energy,946.4
March,Chennai,Reliance Energy,1174.25
July,Chennai,Adani Power Ltd.,3948.0
August,Chennai,Tata Power Company Ltd.,1228.5
April,Chennai,Indowind Energy,1191.75
February,Chennai,Adani Power Ltd.,462.0
April,Chennai,Orient Green,1572.375
February,Chennai,Orient Green,756.0
September,Chennai,Orient Green,1247.4
June,Chennai,Adani Power Ltd.,2803.5
April,Chennai,Orient Green,1388.625
February,Chennai,Reliance Energy,554.4
March,Chennai,Orient Green,855.75
November,Chennai,Tata Power Company Ltd.,820.4
April,Chennai,Reliance Energy,1181.25
January,Chennai,Indowind Energy,555.8
April,Chennai,Tata Power Company Ltd.,1585.5
March,Chennai,Indowind Energy,1025.5
February,Chennai,Tata Power Company Ltd.,634.2
October,Chennai,Orient Green,985.25
June,Chennai,Indowind Energy,3717.0
September,Chennai,Tata Power Company Ltd.,1125.6
April,Chennai,Orient Green,1252.125
October,Chennai,Orient Green,1076.25
January,Chennai,Orient Green,1220.8
June,Chennai,Adani Power Ltd.,2462.25
September,Chennai,Reliance Energy,1085.7
September,Chennai,Indowind Energy,802.2
March,Chennai,Indowind Energy,722.75
June,Chennai,Reliance Energy,1606.5
June,Chennai,Reliance Energy,2373.0
December,Chennai,Indowind Energy,789.6
April,Chennai,Reliance Energy,674.625
July,Chennai,Adani Power Ltd.,2703.75
December,Chennai,Reliance Energy,782.6
February,Chennai,Tata Power Company Ltd.,736.4
January,Chennai,Adani Power Ltd.,831.6
September,Chennai,Orient Green,1127.7
May,Chennai,Reliance Energy,1484.0
April,,Indowind Energy,1414.875
December,Chennai,Tata Power Company Ltd.,
October,Chennai,Indowind Energy,532.0
August,Chennai,Tata Power Company Ltd.,1580.25
March,Chennai,Indowind Energy,869.75
November,Chennai,Reliance Energy,740.6
December,Chennai,Adani Power Ltd.,715.4
June,Chennai,Indowind Energy,1611.75
May,Chennai,Adani Power Ltd.,1543.5
September,Chennai,Adani Power Ltd.,1018.5
October,Chennai,Tata Power Company Ltd.,1023.75
December,Chennai,Tata Power Company Ltd.,497.0
November,Chennai,Indowind Energy,638.4
December,Chennai,Adani Power Ltd.,439.6
January,Chennai,Tata Power Company Ltd.,933.8
May,Chennai,Reliance Energy,2086.0
February,Chennai,Orient Green,781.2
December,Chennai,Tata Power Company Ltd.,645.4
October,Chennai,Tata Power Company Ltd.,959.0
February,Chennai,Reliance Energy,623.0
November,Chennai,Tata Power Company Ltd.,1057.0
January,Chennai,Reliance Energy,665.0
May,Chennai,Tata Power Company Ltd.,1904.0
October,Chennai,Indowind Energy,1081.5
March,Chennai,Reliance Energy,1174.25
July,Chennai,Reliance Energy,2766.75
July,Chennai,Indowind Energy,2908.5
February,Chennai,Adani Power Ltd.,925.4
March,Chennai,Orient Green,1286.25
August,Chennai,Tata Power Company Ltd.,1136.625
April,Chennai,Orient Green,1535.625
January,Chennai,Indowind Energy,1010.8
August,Chennai,Orient Green,1078.875
March,Chennai,Indowind Energy,591.5
March,Chennai,Indowind Energy,794.5
April,Chennai,Tata Power Company Ltd.,1094.625
October,Chennai,Reliance Energy,931.0
April,Chennai,Orient Green,1666.875
September,Chennai,Adani Power Ltd.,1428.0
December,Chennai,Adani Power Ltd.,663.6
April,Chennai,Tata Power Company Ltd.,1294.125
April,Chennai,Reliance Energy,1244.25
June,Chennai,Adani Power Ltd.,2551.5
July,Chennai,Orient Green,2845.5
January,Chennai,Reliance Energy,880.6
August,Chennai,Indowind Energy,1900.5
February,Chennai,Indowind Energy,681.8
October,Chennai,Reliance Energy,931.0
November,Chennai,Indowind Energy,672.0
October,Chennai,Orient Green,675.5
March,Chennai,Reliance Energy,773.5
November,Chennai,Orient Green,779.8
June,Chennai,Reliance Energy,2152.5
September,Chennai,Tata Power Company Ltd.,1465.8
September,Chennai,Reliance Energy,1081.5
January,Chennai,Tata Power Company Ltd.,747.6
September,Chennai,Orient Green,1012.2
September,Chennai,Adani Power Ltd.,1054.2
December,Chennai,Orient Green,543.2
June,Chennai,Orient Green,2803.5
July,Chennai,Orient Green,2383.5
October,Chennai,Adani Power Ltd.,778.75
August,Chennai,Indowind Energy,1375.5
March,Chennai,Indowind Energy,561.75
September,Chennai,Orient Green,1432.2
August,Chennai,Tata Power Company Ltd.,1937.25
October,Chennai,Orient Green,787.5
June,Chennai,Adani Power Ltd.,2357.25
May,Chennai,Orient Green,2457.0
September,Chennai,Reliance Energy,1136.1
August,Chennai,Indowind Energy,997.5
June,Chennai,Tata Power Company Ltd.,3701.25
September,Chennai,Indowind Energy,1430.1
July,Chennai,Reliance Energy,2751.0
August,Chennai,Indowind Energy,1724.625
February,Chennai,Adani Power Ltd.,672.0
May,Chennai,Indowind Energy,2254.0
September,Chennai,Orient Green,1222.2
May,Chennai,Indowind Energy,1179.5
June,Chennai,Adani Power Ltd.,1984.5
October,Chennai,Indowind Energy,915.25
February,Chennai,Indowind Energy,730.8
August,Chennai,Reliance Energy,1653.75
March,Chennai,Reliance Energy,1113.0
February,Chennai,Adani Power Ltd.,810.6
December,Chennai,Orient Green,1044.4
March,Chennai,Adani Power Ltd.,997.5
March,Chennai,Tata Power Company Ltd.,904.75
July,Chennai,Tata Power Company Ltd.,3433.5
January,Chennai,Adani Power Ltd.,705.6
March,Chennai,Adani Power Ltd.,992.25
February,Chennai,Reliance Energy,778.4
September,Chennai,Tata Power Company Ltd.,1211.7
August,Chennai,Adani Power Ltd.,1323.0
May,Chennai,Adani Power Ltd.,1851.5
June,Chennai,Orient Green,3370.5
April,Chennai,Orient Green,1396.5
December,Chennai,Indowind Energy,652.4
February,Chennai,Adani Power Ltd.,448.0
July,Chennai,Reliance Energy,3801.0
September,Chennai,Reliance Energy,1453.2
November,Chennai,Adani Power Ltd.,970.2
July,Chennai,Tata Power Company Ltd.,2241.75
April,Chennai,Reliance Energy,1882.125
August,Chennai,Indowind Energy,1858.5
December,Chennai,Reliance Energy,756.0
May,Chennai,Tata Power Company Ltd.,2373.0
February,Chennai,Orient Green,476.0
May,Chennai,Adani Power Ltd.,2649.5
April,Chennai,Reliance Energy,1228.5
December,Chennai,Adani Power Ltd.,845.6
October,Chennai,Orient Green,1212.75
May,Chennai,Indowind Energy,1207.5
March,Chennai,Reliance Energy,1120.0
May,Chennai,Orient Green,1186.5
June,Chennai,Orient Green,2976.75
June,Chennai,Indowind Energy,2719.5
November,Chennai,Tata Power Company Ltd.,651.0
July,Chennai,Tata Power Company Ltd.,2236.5
September,Chennai,Reliance Energy,1140.3
November,Chennai,Reliance Energy,758.8
July,Chennai,Tata Power Company Ltd.,2178.75
July,Chennai,Tata Power Company Ltd.,2882.25
July,Chennai,Adani Power Ltd.,3344.25
July,Chennai,Orient Green,3822.0
January,Chennai,Adani Power Ltd.,800.8
October,Chennai,Orient Green,1018.5
July,Chennai,Indowind Energy,3034.5
October,Chennai,Reliance Energy,1125.25
March,Chennai,Indowind Energy,1025.5
July,Chennai,Reliance Energy,3585.75
March,Chennai,Indowind Energy,1064.0
January,Chennai,Orient Green,886.2
June,Chennai,Reliance Energy,2052.75
January,Chennai,Tata Power Company Ltd.,690.2
September,Chennai,Adani Power Ltd.,840.0
April,Chennai,Adani Power Ltd.,1246.875
September,Chennai,Adani Power Ltd.,888.3
August,Chennai,Orient Green,1128.75
February,Chennai,Reliance Energy,796.6
July,Chennai,Reliance Energy,2184.0
June,Chennai,Tata Power Company Ltd.,3270.75
March,Chennai,Adani Power Ltd.,733.25
February,Chennai,Adani Power Ltd.,583.8
June,Chennai,Tata Power Company Ltd.,2121.0
August,Chennai,Indowind Energy,1144.5
March,Chennai,Orient Green,1002.75
August,Chennai,Adani Power Ltd.,1281.0
February,Chennai,Reliance Energy,694.4
November,Chennai,Tata Power Company Ltd.,540.4
July,Chennai,Tata Power Company Ltd.,2630.25
October,Chennai,Orient Green,938.0
September,Chennai,Orient Green,945.0
August,Chennai,Indowind Energy,1470.0
September,Chennai,Tata Power Company Ltd.,1617.0
September,Chennai,Adani Power Ltd.,903.0
February,Chennai,Orient Green,656.6
May,Chennai,Tata Power Company Ltd.,1690.5
September,Chennai,Adani Power Ltd.,905.1
November,Chennai,Reliance Energy,681.8
February,Chennai,Reliance Energy,786.8
December,Chennai,Adani Power Ltd.,977.2
July,Chennai,Adani Power Ltd.,3580.5
February,Chennai,Reliance Energy,873.6
April,Chennai,Orient Green,1236.375
September,Chennai,Indowind Energy,1029.0
June,Chennai,Reliance Energy,2614.5
May,Chennai,Indowind Energy,1298.5
November,Chennai,Adani Power Ltd.,754.6
January,Chennai,Adani Power Ltd.,966.0
February,Chennai,Tata Power Company Ltd.,348.6
October,Chennai,Tata Power Company Ltd.,1139.25
August,Chennai,Tata Power Company Ltd.,774.375
October,Chennai,Tata Power Company Ltd.,936.25
March,Chennai,Indowind Energy,1060.5
November,Chennai,Indowind Energy,824.6
August,Chennai,Orient Green,1351.875
October,Chennai,Indowind Energy,1044.75
September,Dahej,Orient Green,626.22
December,Dahej,Indowind Energy,553.56
July,Dahej,Adani Power Ltd.,2312.1
April,Dahej,Reliance Energy,960.75
June,Dahej,Orient Green,1329.3
February,Dahej,Reliance Energy,466.2
May,Dahej,Tata Power Company Ltd.,1541.4
February,Dahej,Tata Power Company Ltd.,437.64
September,Dahej,Orient Green,768.6
May,Dahej,Tata Power Company Ltd.,1377.6
September,Dahej,Indowind Energy,771.12
September,Dahej,Tata Power Company Ltd.,637.56
August,Dahej,Indowind Energy,1059.975
April,Dahej,Adani Power Ltd.,685.125
January,Dahej,Indowind Energy,273.84
October,Dahej,Adani Power Ltd.,648.9
April,Dahej,Indowind Energy,826.875
September,Dahej,Reliance Energy,621.18
January,Dahej,Indowind Energy,368.76
December,Dahej,Adani Power Ltd.,399.0
January,Dahej,Adani Power Ltd.,500.64
September,Dahej,Reliance Energy,842.94
March,Dahej,Tata Power Company Ltd.,562.8
July,Dahej,Reliance Energy,1606.5
November,Dahej,Tata Power Company Ltd.,306.6
October,Dahej,Orient Green,456.75
June,Dahej,Reliance Energy,1562.4
March,Dahej,Indowind Energy,641.55
September,Dahej,Adani Power Ltd.,520.38
September,Dahej,Reliance Energy,924.84
August,Dahej,Orient Green,529.2
April,Dahej,Adani Power Ltd.,1097.775
February,Dahej,Adani Power Ltd.,531.72
April,Dahej,Adani Power Ltd.,878.85
June,Dahej,Indowind Energy,1313.55
August,Dahej,Adani Power Ltd.,848.925
April,Dahej,Orient Green,1154.475
November,Dahej,Reliance Energy,162.96
December,Dahej,Indowind Energy,567.84
August,Dahej,Indowind Energy,596.925
March,Dahej,Orient Green,295.05
August,Dahej,Indowind Energy,796.95
July,Dahej,Reliance Energy,1319.85
April,Dahej,Tata Power Company Ltd.,1003.275
June,Dahej,Indowind Energy,1578.15
March,Dahej,Orient Green,662.55
December,Dahej,Adani Power Ltd.,662.76
March,Dahej,Reliance Energy,517.65
October,Dahej,Indowind Energy,480.9
September,Dahej,Reliance Energy,916.02
February,Dahej,Reliance Energy,484.68
June,Dahej,Adani Power Ltd.,2050.65
September,Dahej,Reliance Energy,430.92
June,Dahej,Tata Power Company Ltd.,1827.0
November,Dahej,Reliance Energy,448.56
March,Dahej,Indowind Energy,570.15
January,Dahej,Orient Green,429.24
March,Dahej,Tata Power Company Ltd.,676.2
January,Dahej,Reliance Energy,413.28
February,Dahej,Reliance Energy,337.68
May,Dahej,Indowind Energy,1264.2
August,Dahej,Reliance Energy,954.45
January,Dahej,Adani Power Ltd.,304.08
September,Dahej,Reliance Energy,851.76
December,Dahej,Orient Green,419.16
January,Dahej,Adani Power Ltd.,583.8
November,Dahej,Indowind Energy,489.72
June,Dahej,Tata Power Company Ltd.,2022.3
April,Dahej,Reliance Energy,1071.0
September,Dahej,Orient Green,472.5
October,Dahej,Indowind Energy,447.3
October,Dahej,Adani Power Ltd.,554.4
August,Dahej,Reliance Energy,828.45
January,Dahej,Reliance Energy,467.04
March,Dahej,Tata Power Company Ltd.,583.8
May,Dahej,Adani Power Ltd.,1142.4
July,Dahej,Tata Power Company Ltd.,1707.3
June,Dahej,Reliance Energy,2028.6
June,Dahej,Tata Power Company Ltd.,2009.7
November,Dahej,Adani Power Ltd.,355.32
August,Dahej,Adani Power Ltd.,615.825
April,Dahej,Orient Green,785.925
March,Dahej,Tata Power Company Ltd.,626.85
August,Dahej,Reliance Energy,954.45
August,Dahej,Tata Power Company Ltd.,861.525
October,Dahej,Reliance Energy,455.7
February,Dahej,Orient Green,236.04
June,Dahej,Reliance Energy,856.8
July,Dahej,Orient Green,1105.65
January,Dahej,Reliance Energy,586.32
December,Dahej,Reliance Energy,556.08
December,Dahej,Tata Power Company Ltd.,459.48
July,Dahej,Adani Power Ltd.,1779.75
April,Dahej,Tata Power Company Ltd.,789.075
August,Dahej,Indowind Energy,726.075
January,Dahej,Tata Power Company Ltd.,397.32
December,Dahej,Orient Green,336.84
January,Dahej,Indowind Energy,465.36
February,Dahej,Orient Green,388.92
July,Dahej,Orient Green,1260.0
February,Dahej,Tata Power Company Ltd.,353.64
February,Dahej,Orient Green,420.0
March,Dahej,Tata Power Company Ltd.,518.7
December,Dahej,Tata Power Company Ltd.,622.44
April,Dahej,Tata Power Company Ltd.,548.1
November,Dahej,Tata Power Company Ltd.,396.48
September,Dahej,Adani Power Ltd.,540.54
August,Dahej,Indowind Energy,756.0
November,Dahej,Tata Power Company Ltd.,377.16
October,Dahej,Adani Power Ltd.,620.55
June,Dahej,Adani Power Ltd.,1338.75
May,Dahej,Reliance Energy,657.3
December,Dahej,Reliance Energy,520.8
May,Dahej,Reliance Energy,905.1
March,Dahej,Tata Power Company Ltd.,595.35
September,Dahej,Orient Green,540.54
May,Dahej,Reliance Energy,879.9
November,Dahej,Adani Power Ltd.,372.96
January,Dahej,Adani Power Ltd.,315.0
October,Dahej,Tata Power Company Ltd.,540.75
November,Dahej,Reliance Energy,351.96
July,Dahej,Indowind Energy,2047.5
February,Dahej,Indowind Energy,490.56
November,Dahej,Adani Power Ltd.,546.84
January,Dahej,Adani Power Ltd.,220.08
March,Dahej,Indowind Energy,645.75
December,Dahej,Adani Power Ltd.,514.08
September,Dahej,Orient Green,719.46
October,Dahej,Tata Power Company Ltd.,471.45
December,Dahej,Orient Green,443.52
February,Dahej,Orient Green,401.52
February,Dahej,Reliance Energy,277.2
November,Dahej,Reliance Energy,299.04
September,Dahej,Adani Power Ltd.,509.04
August,Dahej,Reliance Energy,414.225
April,Dahej,Reliance Energy,557.55
December,Dahej,Indowind Energy,365.4
December,Dahej,Adani Power Ltd.,463.68
February,Dahej,Adani Power Ltd.,276.36
December,Dahej,Reliance Energy,282.24
November,Dahej,Orient Green,656.04
July,Dahej,Indowind Energy,1575.0
December,Dahej,Indowind Energy,432.6
October,Dahej,Reliance Energy,631.05
September,Dahej,Adani Power Ltd.,700.56
November,Dahej,Indowind Energy,385.56
October,Dahej,Adani Power Ltd.,241.5
October,Dahej,Orient Green,638.4
September,Dahej,Reliance Energy,1098.72
November,Dahej,Reliance Energy,1332.24
September,Dahej,Tata Power Company Ltd.,1353.24
January,Dahej,Adani Power Ltd.,846.72
July,Dahej,Orient Green,2167.2
May,Dahej,Adani Power Ltd.,2121.0
April,Dahej,Adani Power Ltd.,1263.15
December,Dahej,Adani Power Ltd.,811.44
October,Dahej,Indowind Energy,1449.0
April,Dahej,Reliance Energy,2056.95
December,Dahej,Orient Green,784.56
January,Dahej,Tata Power Company Ltd.,1296.96
December,Dahej,Adani Power Ltd.,688.8
October,Dahej,Orient Green,1516.2
November,Dahej,Indowind Energy,798.0
October,Dahej,Tata Power Company Ltd.,1039.5
April,Dahej,Adani Power Ltd.,1997.1
July,Dahej,Adani Power Ltd.,3647.7
May,Dahej,Orient Green,1680.0
August,Dahej,Adani Power Ltd.,1694.7
April,Dahej,Tata Power Company Ltd.,1669.5
October,Dahej,Adani Power Ltd.,976.5
May,Dahej,Adani Power Ltd.,2066.4
March,Dahej,Indowind Energy,1136.1
June,Dahej,Orient Green,3131.1
February,Dahej,Orient Green,663.6
February,Dahej,Orient Green,623.28
July,Dahej,Tata Power Company Ltd.,3521.7
June,Dahej,Adani Power Ltd.,2639.7
February,Dahej,Indowind Energy,700.56
August,Dahej,Orient Green,1732.5
February,Dahej,Indowind Energy,719.04
March,Dahej,Orient Green,953.4
October,Dahej,Tata Power Company Ltd.,1287.3
September,Dahej,Orient Green,1370.88
January,Dahej,Indowind Energy,739.2
December,Dahej,Orient Green,971.04
June,Dahej,Orient Green,5178.6
May,Dahej,Orient Green,2864.4
March,Dahej,Tata Power Company Ltd.,1392.3
July,Dahej,Tata Power Company Ltd.,2923.2
April,Dahej,Tata Power Company Ltd.,1442.7
November,Dahej,Reliance Energy,564.48
September,Dahej,Reliance Energy,1753.92
June,Dahej,Reliance Energy,2576.7
July,Dahej,Tata Power Company Ltd.,1745.1
January,Dahej,Orient Green,614.88
December,Dahej,Adani Power Ltd.,1144.08
January,Dahej,Indowind Energy,767.76
June,Dahej,Tata Power Company Ltd.,2160.9
April,Dahej,Orient Green,1754.55
July,Dahej,Indowind Energy,3811.5
March,Dahej,Reliance Energy,961.8
February,Dahej,Indowind Energy,722.4
November,Dahej,Orient Green,808.08
July,Dahej,Indowind Energy,1738.8
November,Dahej,Orient Green,1071.84
November,Dahej,Adani Power Ltd.,1092.0
July,Dahej,Tata Power Company Ltd.,2085.3
February,Dahej,Orient Green,564.48
May,Dahej,Adani Power Ltd.,2238.6
August,Dahej,Adani Power Ltd.,2031.75
December,Dahej,Orient Green,950.88
April,Dahej,Indowind Energy,1559.25
September,Dahej,Reliance Energy,1232.28
January,Dahej,Adani Power Ltd.,421.68
August,Dahej,Adani Power Ltd.,1975.05
June,Dahej,Reliance Energy,4164.3
July,Dahej,Adani Power Ltd.,3250.8
January,Dahej,Adani Power Ltd.,772.8
November,Dahej,Orient Green,915.6
September,Dahej,Adani Power Ltd.,1312.92
June,Dahej,Reliance Energy,3364.2
June,Dahej,Reliance Energy,3206.7
December,Dahej,Indowind Energy,907.2
June,Dahej,Adani Power Ltd.,2910.6
February,Dahej,Reliance Energy,488.88
February,Dahej,Tata Power Company Ltd.,653.52
December,Dahej,Reliance Energy,406.56
October,Dahej,Indowind Energy,1333.5
July,Dahej,Orient Green,2992.5
January,Dahej,Tata Power Company Ltd.,488.88
September,Dahej,Reliance Energy,1557.36
March,Dahej,Reliance Energy,938.7
December,Dahej,Reliance Energy,391.44
January,Dahej,Orient Green,848.4
September,Dahej,Tata Power Company Ltd.,781.2
February,Dahej,Adani Power Ltd.,646.8
July,Dahej,Adani Power Ltd.,2898.0
December,Dahej,Adani Power Ltd.,650.16
December,Dahej,Adani Power Ltd.,840.0
June,Dahej,Adani Power Ltd.,2513.7
July,Dahej,Reliance Energy,4246.2
September,Dahej,Tata Power Company Ltd.,1108.8
November,Dahej,Tata Power Company Ltd.,1016.4
February,Dahej,Tata Power Company Ltd.,882.0
July,Dahej,Reliance Energy,1612.8
June,Dahej,Indowind Energy,3559.5
February,Dahej,Tata Power Company Ltd.,594.72
September,Dahej,Reliance Energy,1678.32
October,Dahej,Tata Power Company Ltd.,798.0
July,Dahej,Tata Power Company Ltd.,2923.2
September,Dahej,Indowind Energy,680.4
December,Dahej,Reliance Energy,944.16
April,Dahej,Orient Green,1710.45
September,Dahej,Orient Green,1501.92
February,Dahej,Adani Power Ltd.,853.44
March,Dahej,Indowind Energy,1318.8
May,Dahej,Adani Power Ltd.,1411.2
December,Dahej,Tata Power Company Ltd.,672.0
September,Dahej,Tata Power Company Ltd.,1136.52
November,Dahej,Tata Power Company Ltd.,455.28
December,Dahej,Adani Power Ltd.,1201.2
December,Dahej,Adani Power Ltd.,893.76
January,Dahej,Tata Power Company Ltd.,991.2
June,Dahej,Reliance Energy,2154.6
September,Dahej,Reliance Energy,1756.44
February,Dahej,Indowind Energy,735.84
August,Dahej,Orient Green,1178.1
September,Dahej,Orient Green,927.36
November,Dahej,Orient Green,1013.04
June,Dahej,Tata Power Company Ltd.,2280.6
February,Dahej,Indowind Energy,655.2
July,Dahej,Orient Green,4718.7
July,Dahej,Tata Power Company Ltd.,2614.5
January,Dahej,Orient Green,599.76
November,Dahej,Orient Green,655.2
December,Dahej,Tata Power Company Ltd.,1058.4
December,Dahej,Adani Power Ltd.,1076.88
January,Dahej,Indowind Energy,687.12
September,Dahej,Reliance Energy,1101.24
October,Dahej,Indowind Energy,840.0
July,Dahej,Reliance Energy,2866.5
June,Dahej,Reliance Energy,1795.5
March,Dahej,Adani Power Ltd.,1050.0
